date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
2020-05-12,-34.0,-24.0,-10.0,-37.0,-31.0,17.0,286.0,1.0,3.571,,,,21.541999999999998,0.075,0.26899999999999996,,,,0.59,574.0,43379.0,3.267,0.043,1055.0,0.079,0.0034,295.4,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-13,-32.0,-24.0,-8.0,-35.0,-30.0,13.0,287.0,1.0,2.714,,,,21.616999999999997,0.075,0.204,,,,0.62,866.0,44245.0,3.333,0.065,990.0,0.075,0.0027,364.8,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-14,-34.0,-27.0,-8.0,-34.0,-29.0,13.0,287.0,0.0,2.286,,,,21.616999999999997,0.0,0.172,,,,0.68,895.0,45140.0,3.4,0.067,901.0,0.068,0.0025,394.1,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-15,-36.0,-28.0,-5.0,-40.0,-29.0,16.0,287.0,0.0,2.0,,,,21.616999999999997,0.0,0.151,,,,0.78,1058.0,46198.0,3.48,0.08,859.0,0.065,0.0023,429.5,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-16,-33.0,-21.0,-10.0,-37.0,-7.0,10.0,289.0,2.0,1.286,,,,21.768,0.151,0.09699999999999999,,,,0.92,2041.0,48239.0,3.633,0.154,979.0,0.07400000000000001,0.0013,761.3,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-17,-39.0,-32.0,-20.0,-49.0,-12.0,14.0,292.0,3.0,1.143,,,,21.994,0.226,0.086,,,,1.08,1135.0,49374.0,3.719,0.085,993.0,0.075,0.0012,868.8,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-18,-30.0,-22.0,-6.0,-36.0,-27.0,14.0,297.0,5.0,1.714,,,,22.37,0.377,0.129,,,,1.24,1744.0,51118.0,3.85,0.131,1188.0,0.08900000000000001,0.0014,693.1,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-19,-30.0,-23.0,-8.0,-34.0,-27.0,13.0,308.0,11.0,3.1430000000000002,,,,23.199,0.8290000000000001,0.237,,,,1.37,1217.0,52335.0,3.9419999999999997,0.092,1279.0,0.096,0.0025,406.9,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-20,-30.0,-23.0,-4.0,-33.0,-27.0,13.0,314.0,6.0,3.8569999999999998,,,,23.651,0.452,0.29100000000000004,,,,1.32,982.0,53317.0,4.016,0.07400000000000001,1296.0,0.098,0.003,336.0,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-21,-33.0,-23.0,-8.0,-31.0,-28.0,15.0,320.0,6.0,4.7139999999999995,,,,24.103,0.452,0.355,,,,1.27,1083.0,54400.0,4.0969999999999995,0.08199999999999999,1323.0,0.1,0.0036,280.7,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-22,-35.0,-24.0,-12.0,-39.0,-26.0,16.0,321.0,1.0,4.857,,,,24.178,0.075,0.366,,,,1.19,1568.0,55968.0,4.216,0.11800000000000001,1396.0,0.105,0.0035,287.4,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-23,-31.0,-17.0,-10.0,-35.0,-5.0,11.0,325.0,4.0,5.143,,,,24.479,0.301,0.387,,,,1.17,1109.0,57077.0,4.2989999999999995,0.084,1263.0,0.095,0.0041,245.6,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-24,-37.0,-27.0,-15.0,-48.0,-8.0,13.0,327.0,2.0,5.0,,,,24.63,0.151,0.377,,,,1.18,1400.0,58477.0,4.405,0.105,1300.0,0.098,0.0038,260.0,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-25,-36.0,-24.0,-5.0,-39.0,-48.0,20.0,336.0,9.0,5.571000000000001,,,,25.308000000000003,0.6779999999999999,0.42,,,,1.24,892.0,59369.0,4.4719999999999995,0.067,1179.0,0.08900000000000001,0.0047,211.6,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-26,-31.0,-22.0,-7.0,-34.0,-24.0,13.0,339.0,3.0,4.428999999999999,,,,25.534000000000002,0.226,0.33399999999999996,,,,1.23,1074.0,60443.0,4.553,0.081,1158.0,0.087,0.0038,261.5,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-27,-31.0,-20.0,-4.0,-33.0,-25.0,13.0,346.0,7.0,4.571000000000001,,,,26.061,0.527,0.344,,,,1.27,2059.0,62502.0,4.708,0.155,1312.0,0.099,0.0035,287.0,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-28,-32.0,-21.0,-6.0,-29.0,-24.0,13.0,349.0,3.0,4.143,,,,26.287,0.226,0.312,,,,1.28,1766.0,64268.0,4.841,0.133,1410.0,0.106,0.0029,340.3,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-29,-33.0,-21.0,-8.0,-36.0,-23.0,14.0,355.0,6.0,4.857,,,,26.739,0.452,0.366,,,,1.33,1340.0,65608.0,4.942,0.10099999999999999,1377.0,0.10400000000000001,0.0035,283.5,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-30,-29.0,-18.0,-12.0,-32.0,-4.0,9.0,359.0,4.0,4.857,1.0,1.0,,27.04,0.301,0.366,0.075,0.075,,1.36,1368.0,66976.0,5.045,0.10300000000000001,1414.0,0.107,0.0034,291.1,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-05-31,-35.0,-24.0,-16.0,-42.0,-2.0,11.0,370.0,11.0,6.143,1.0,0.0,,27.869,0.8290000000000001,0.46299999999999997,0.075,0.0,,1.43,1092.0,68068.0,5.127000000000001,0.08199999999999999,1370.0,0.10300000000000001,0.0045,223.0,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-01,-28.0,-14.0,-4.0,-27.0,-23.0,12.0,377.0,7.0,5.857,1.0,0.0,,28.396,0.527,0.441,0.075,0.0,,1.43,1083.0,69151.0,5.209,0.08199999999999999,1397.0,0.105,0.0042,238.5,samples tested,,,,,,,,,,,,,,73.15,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-02,-29.0,-17.0,1.0,-28.0,-23.0,12.0,384.0,7.0,6.428999999999999,2.0,1.0,,28.923000000000002,0.527,0.484,0.151,0.075,,1.47,957.0,70108.0,5.281000000000001,0.07200000000000001,1381.0,0.10400000000000001,0.0047,214.8,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-03,-25.0,-16.0,-3.0,-24.0,-23.0,11.0,397.0,13.0,7.2860000000000005,2.0,0.0,,29.901999999999997,0.9790000000000001,0.5489999999999999,0.151,0.0,,1.53,1033.0,71141.0,5.358,0.078,1234.0,0.09300000000000001,0.0059,169.4,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-04,-28.0,-18.0,-8.0,-19.0,-22.0,11.0,410.0,13.0,8.714,2.0,0.0,,30.881999999999998,0.9790000000000001,0.6559999999999999,0.151,0.0,,1.54,1369.0,72510.0,5.462000000000001,0.10300000000000001,1177.0,0.08900000000000001,0.0074,135.1,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-05,-29.0,-19.0,-5.0,-25.0,-23.0,12.0,420.0,10.0,9.286,2.0,0.0,0.28600000000000003,31.635,0.753,0.6990000000000001,0.151,0.0,0.022000000000000002,1.5,1558.0,74068.0,5.579,0.11699999999999999,1209.0,0.091,0.0077,130.2,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-06,-27.0,-13.0,-4.0,-19.0,-4.0,8.0,431.0,11.0,10.286,2.0,0.0,0.14300000000000002,32.463,0.8290000000000001,0.775,0.151,0.0,0.011000000000000001,1.45,945.0,75013.0,5.65,0.071,1148.0,0.086,0.009000000000000001,111.6,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-07,-32.0,-22.0,-12.0,-32.0,-7.0,11.0,439.0,8.0,9.857000000000001,2.0,0.0,0.14300000000000002,33.066,0.603,0.742,0.151,0.0,0.011000000000000001,1.43,1318.0,76331.0,5.749,0.099,1180.0,0.08900000000000001,0.0084,119.7,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-08,-26.0,-15.0,-4.0,-19.0,-23.0,11.0,451.0,12.0,10.571,2.0,0.0,0.14300000000000002,33.97,0.904,0.7959999999999999,0.151,0.0,0.011000000000000001,1.44,1928.0,78259.0,5.895,0.145,1301.0,0.098,0.0081,123.1,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-09,-26.0,-17.0,-2.0,-23.0,-22.0,12.0,463.0,12.0,11.286,2.0,0.0,0.0,34.874,0.904,0.85,0.151,0.0,0.0,1.49,1870.0,80129.0,6.035,0.141,1432.0,0.10800000000000001,0.0079,126.9,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-10,-25.0,-17.0,-4.0,-22.0,-23.0,11.0,476.0,13.0,11.286,2.0,0.0,0.0,35.853,0.9790000000000001,0.85,0.151,0.0,0.0,1.55,2110.0,82239.0,6.194,0.159,1585.0,0.11900000000000001,0.0071,140.4,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-11,-26.0,-21.0,-6.0,-21.0,-23.0,13.0,494.0,18.0,12.0,2.0,0.0,0.0,37.209,1.3559999999999999,0.904,0.151,0.0,0.0,1.61,1790.0,84029.0,6.329,0.135,1646.0,0.124,0.0073,137.2,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-12,-28.0,-18.0,0.0,-26.0,-21.0,12.0,510.0,16.0,12.857000000000001,2.0,0.0,0.0,38.414,1.205,0.968,0.151,0.0,0.0,1.64,1584.0,85613.0,6.4479999999999995,0.11900000000000001,1649.0,0.124,0.0078,128.3,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-13,-25.0,-15.0,-5.0,-21.0,-2.0,9.0,541.0,31.0,15.714,2.0,0.0,0.0,40.749,2.335,1.1840000000000002,0.151,0.0,0.0,1.67,2043.0,87656.0,6.602,0.154,1806.0,0.136,0.0087,114.9,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-14,-30.0,-20.0,-9.0,-31.0,-4.0,11.0,582.0,41.0,20.429000000000002,2.0,0.0,0.0,43.836999999999996,3.088,1.5390000000000001,0.151,0.0,0.0,1.63,3495.0,91151.0,6.8660000000000005,0.263,2117.0,0.159,0.0096,103.6,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-15,-25.0,-12.0,0.0,-19.0,-20.0,11.0,612.0,30.0,23.0,2.0,0.0,0.0,46.096000000000004,2.26,1.732,0.151,0.0,0.0,1.51,2908.0,94059.0,7.085,0.21899999999999997,2257.0,0.17,0.0102,98.1,samples tested,,,,,,,,,,,,,,75.93,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-16,-24.0,-15.0,0.0,-22.0,-22.0,11.0,636.0,24.0,24.714000000000002,2.0,0.0,0.0,47.903999999999996,1.808,1.8619999999999999,0.151,0.0,0.0,1.4,2742.0,96801.0,7.291,0.207,2382.0,0.179,0.0104,96.4,samples tested,,,,,,,,,,,,,,67.59,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-17,-21.0,-16.0,-2.0,-22.0,-22.0,11.0,639.0,3.0,23.285999999999998,2.0,0.0,0.0,48.13,0.226,1.754,0.151,0.0,0.0,1.31,2508.0,99309.0,7.48,0.18899999999999997,2439.0,0.184,0.0095,104.7,samples tested,,,,,,,,,,,,,,67.59,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-18,-27.0,-20.0,-7.0,-23.0,-22.0,12.0,646.0,7.0,21.714000000000002,2.0,0.0,0.0,48.657,0.527,1.636,0.151,0.0,0.0,1.3,2547.0,101856.0,7.672000000000001,0.192,2547.0,0.192,0.0085,117.3,samples tested,,,,,,,,,,,,,,67.59,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-19,-26.0,-20.0,-2.0,-26.0,-21.0,13.0,661.0,15.0,21.570999999999998,2.0,0.0,0.0,49.787,1.13,1.625,0.151,0.0,0.0,1.34,3033.0,104889.0,7.9,0.228,2754.0,0.207,0.0078,127.7,samples tested,,,,,,,,,,,,,,67.59,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-20,-23.0,-15.0,-4.0,-21.0,-2.0,8.0,702.0,41.0,23.0,2.0,0.0,0.0,52.875,3.088,1.732,0.151,0.0,0.0,1.4,3116.0,108005.0,8.135,0.235,2907.0,0.21899999999999997,0.0079,126.4,samples tested,,,,,,,,,,,,,,67.59,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-21,-29.0,-23.0,-8.0,-30.0,-6.0,12.0,728.0,26.0,20.857,2.0,0.0,0.0,54.833999999999996,1.9580000000000002,1.571,0.151,0.0,0.0,1.39,3252.0,111257.0,8.38,0.245,2872.0,0.21600000000000003,0.0073,137.7,samples tested,,,,,,,,,,,,,,67.59,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-22,-23.0,-14.0,1.0,-21.0,-23.0,11.0,787.0,59.0,25.0,2.0,0.0,0.0,59.278,4.444,1.883,0.151,0.0,0.0,1.37,2287.0,113544.0,8.552,0.172,2784.0,0.21,0.009000000000000001,111.4,samples tested,,,,,,,,,,,,,,67.59,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-23,-24.0,-15.0,-1.0,-20.0,-24.0,11.0,798.0,11.0,23.143,2.0,0.0,0.0,60.106,0.8290000000000001,1.743,0.151,0.0,0.0,1.29,4568.0,118112.0,8.896,0.344,3044.0,0.22899999999999998,0.0076,131.5,samples tested,,,,,,,,,,,,,,67.59,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-24,-21.0,-15.0,-6.0,-21.0,-23.0,11.0,830.0,32.0,27.285999999999998,2.0,0.0,0.0,62.516000000000005,2.41,2.055,0.151,0.0,0.0,1.26,3415.0,121527.0,9.154,0.257,3174.0,0.239,0.0086,116.3,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-25,-21.0,-16.0,-8.0,-18.0,-23.0,12.0,850.0,20.0,29.143,2.0,0.0,0.0,64.023,1.506,2.195,0.151,0.0,0.0,1.22,4757.0,126284.0,9.512,0.358,3490.0,0.263,0.0084,119.8,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-26,-16.0,-21.0,-4.0,-24.0,-22.0,12.0,858.0,8.0,28.143,2.0,0.0,0.0,64.625,0.603,2.12,0.151,0.0,0.0,1.19,3763.0,130047.0,9.795,0.28300000000000003,3594.0,0.271,0.0078,127.7,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-27,-14.0,-14.0,-4.0,-20.0,-5.0,8.0,878.0,20.0,25.143,2.0,0.0,0.0,66.132,1.506,1.8940000000000001,0.151,0.0,0.0,1.22,4702.0,134749.0,10.149,0.354,3821.0,0.28800000000000003,0.0066,152.0,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-28,-26.0,-21.0,-10.0,-33.0,-7.0,10.0,900.0,22.0,24.570999999999998,2.0,0.0,0.0,67.789,1.6569999999999998,1.851,0.151,0.0,0.0,1.28,3002.0,137751.0,10.376,0.226,3785.0,0.285,0.0065,154.0,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-29,-13.0,-16.0,-5.0,-19.0,-20.0,10.0,1001.0,101.0,30.570999999999998,2.0,0.0,0.0,75.396,7.607,2.303,0.151,0.0,0.0,1.36,2498.0,140249.0,10.564,0.188,3815.0,0.287,0.008,124.8,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-06-30,-11.0,-11.0,-2.0,-19.0,-22.0,9.0,1025.0,24.0,32.429,2.0,0.0,0.0,77.204,1.808,2.443,0.151,0.0,0.0,1.23,3694.0,143943.0,10.842,0.278,3690.0,0.278,0.0088,113.8,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-07-01,-17.0,-20.0,-1.0,-22.0,-47.0,16.0,1042.0,17.0,30.285999999999998,3.0,1.0,0.14300000000000002,78.484,1.28,2.281,0.226,0.075,0.011000000000000001,1.13,3961.0,147904.0,11.14,0.298,3768.0,0.284,0.008,124.4,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-07-02,-12.0,-14.0,-6.0,-15.0,-23.0,10.0,1063.0,21.0,30.429000000000002,3.0,0.0,0.14300000000000002,80.066,1.5819999999999999,2.292,0.226,0.0,0.011000000000000001,1.06,3737.0,151641.0,11.422,0.281,3622.0,0.273,0.0084,119.0,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-07-03,-12.0,-13.0,-3.0,-18.0,-23.0,12.0,1081.0,18.0,31.857,3.0,0.0,0.14300000000000002,81.422,1.3559999999999999,2.4,0.226,0.0,0.011000000000000001,1.01,2216.0,153857.0,11.589,0.16699999999999998,3401.0,0.256,0.0094,106.8,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-07-04,-20.0,-15.0,0.0,-17.0,-15.0,9.0,1092.0,11.0,30.570999999999998,3.0,0.0,0.14300000000000002,82.25,0.8290000000000001,2.303,0.226,0.0,0.011000000000000001,0.97,3414.0,157271.0,11.845999999999998,0.257,3217.0,0.242,0.0095,105.2,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-07-05,-24.0,-16.0,-4.0,-27.0,-11.0,9.0,1105.0,13.0,29.285999999999998,3.0,0.0,0.14300000000000002,83.23,0.9790000000000001,2.206,0.226,0.0,0.011000000000000001,0.98,3279.0,160550.0,12.093,0.247,3257.0,0.245,0.009000000000000001,111.2,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-07-06,-15.0,-18.0,3.0,-16.0,-48.0,16.0,1113.0,8.0,16.0,3.0,0.0,0.14300000000000002,83.83200000000001,0.603,1.205,0.226,0.0,0.011000000000000001,1.03,2834.0,163384.0,12.306,0.213,3305.0,0.249,0.0048,206.6,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-07-07,-10.0,-13.0,4.0,-12.0,-24.0,9.0,1172.0,59.0,21.0,3.0,0.0,0.14300000000000002,88.27600000000001,4.444,1.5819999999999999,0.226,0.0,0.011000000000000001,1.17,2871.0,166255.0,12.522,0.21600000000000003,3187.0,0.24,0.0066,151.8,samples tested,,,,,,,,,,,,,,77.78,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-07-08,-12.0,-16.0,1.0,-18.0,-23.0,10.0,1194.0,22.0,21.714000000000002,3.0,0.0,0.0,89.93299999999999,1.6569999999999998,1.636,0.226,0.0,0.0,1.17,2644.0,168899.0,12.722000000000001,0.19899999999999998,2999.0,0.226,0.0072,138.1,samples tested,,,,,,,,,,,,,,74.07,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-07-09,-14.0,-17.0,-2.0,-15.0,-23.0,12.0,1210.0,16.0,21.0,3.0,0.0,0.0,91.13799999999999,1.205,1.5819999999999999,0.226,0.0,0.0,1.19,3463.0,172362.0,12.982000000000001,0.261,2960.0,0.223,0.0071,141.0,samples tested,,,,,,,,,,,,,,74.07,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-07-10,-15.0,-17.0,-5.0,-22.0,-22.0,13.0,1252.0,42.0,24.429000000000002,3.0,0.0,0.0,94.302,3.1630000000000003,1.84,0.226,0.0,0.0,1.24,3898.0,176260.0,13.276,0.294,3200.0,0.24100000000000002,0.0076,131.0,samples tested,,,,,,,,,,,,,,74.07,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
